"Family"	"Species_abbrv"	"SpeciesForPhylogeny"	"Brain_volume_mm3_decasien"	"Hippocampus_volume_mm3_decasien"	"Neocortex_volume_mm3_decasien"	"Cerebellum_volume_mm3_decasien"	"Striatum_volume_mm3_decasien"	"MOB_volume_mm3_decasien"	"Optic.Tract_volume_mm3_decasien"	"Brain_volume_mm3_powell_mosaic"	"Neocortex_volume_mm3_powell_mosaic"	"Cerebellum_volume_mm3_powell_mosaic"	"Brain_volume_mm3_todorov"	"Hippocampus_volume_mm3_todorov"	"Neocortex_volume_mm3_todorov"	"Brain_volume_mm3_navarrete"	"Hippocampus_volume_mm3_navarrete"	"Neocortex_volume_mm3_navarrete"	"Cerebellum_volume_mm3_navarrete"	"Striatum_volume_mm3_navarrete"	"Brain_volume_mm3_grueter"	"Brain_volume_mm3_powell"	"Body_mass_g_pearce"	"Body_mass_g_powell"	"Body_mass_g_grueter"	"Body_mass_g_decasien"	"Dietbreadth_powell2"	"Diet_frug_powell"	"Diet_leaves_powell"	"Diet_youngleaves_powell"	"Diet_matureleaves_powell"	"Diet_frug_decasien"	"Diet_leaves_willems"	"geographicCode"	"Guild_init_decasien"	"DietaryGuild"	"FrugivoryPercent"	"FolivoryPercent"	"Brain"	"Neocortex"	"Cerebellum"	"Hippocampus"	"Striatum"	"MOB"	"Optic.Tract"	"Bodymass"
NA	"Lepilemur_rufi"	"Lepilemur_ruficaudatus"	7234.11333333333	392	3282	1165	366	113	20.7	NA	NA	NA	7175	392.28	3282	NA	NA	NA	NA	NA	8250	7570	NA	780.5	805	750	2	NA	NA	NA	NA	NA	NA	"010000000000"	"Leaf"	"Leaf"	NA	NA	7570	3282	1165	392	366	113	NA	750
NA	"Lepilemur_saha"	"Lepilemur_sahamalazensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Lepilemur_sept"	"Lepilemur_septentrionalis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	"100000000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Lophocebus_albi"	"Lophocebus_albigena"	102761.664	1485	68733	11213	4146	121	308	112000	70794.6	10839.3	97603	1464.21	68733	89810.41	1070.65	44892.22	8125.75	2949.11	93970	90640	7418.71	6010	6950	7932	3	41	5.3	4	0	NA	4.6	"000100000000"	"Fruit"	"Fruit"	41	4.6	97603	68733	11213	1485	4146	121	NA	7932
NA	"Lophocebus_alib"	"Lophocebus_alib"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Lophocebus_ater"	"Lophocebus_aterrimus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	101590	87600	6510.37	5760	6800	6655	NA	46.35	16	3.3	0	NA	9.65	"000100000000"	"Fruit"	"Fruit"	46.35	9.65	101590	NA	NA	NA	NA	NA	NA	6510.37
NA	"Lophocebus_opde"	"Lophocebus_opde"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Loris_lyde"	"Loris_lydekkerianus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6370	NA	273	NA	NA	NA	1.2	6.7	0	0	NA	NA	"000000001000"	NA	"Other"	1.2	6.7	6370	NA	NA	NA	NA	NA	NA	273
NA	"Loris_tard"	"Loris_tardigradus"	6507.35	191	3524	728	351	85.8	15.7	6265	3523.7	727.8	6269	191.14	3524	NA	NA	NA	NA	NA	NA	5380	NA	192.5	NA	270	4	0	0	0	0	15	NA	"000000001000"	"Om"	"Fruit"	15	0	5380	3524	727.8	191.14	351	85.8	NA	270
NA	"Macaca_arct"	"Macaca_arctoides"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	90976.42	824.57	47218.07	7583.76	3249.67	NA	99510	NA	8400	NA	7878	1	NA	NA	NA	NA	NA	NA	"000000000110"	"Fruit"	"Fruit"	NA	NA	99510	47218.07	7583.76	824.57	3249.67	NA	NA	8400
NA	"Macaca_assa"	"Macaca_assamensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89100	NA	6900	NA	NA	NA	42.4	21.2	NA	NA	NA	NA	"000000000100"	NA	"Fruit"	42.4	21.2	89100	NA	NA	NA	NA	NA	NA	6900
NA	"Macaca_cycl"	"Macaca_cyclopis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76100	NA	4940	NA	NA	NA	47.2	23	12.5	12.3	NA	NA	"000000000100"	NA	"Fruit"	47.2	23	76100	NA	NA	NA	NA	NA	NA	4940
NA	"Macaca_fasc"	"Macaca_fascicularis"	55600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53845.39	534.01	26848.31	5145.91	1908.77	63980	60930	4569.32	3514	4251	4644	3	76.9	9.4	NA	NA	66.9	18.6	"000000000001"	"Fruit"	"Fruit"	66.9	9.4	55600	26848.31	5145.91	534.01	1908.77	NA	NA	3514
NA	"Macaca_fusc"	"Macaca_fuscata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	89294.87	850.76	48310.08	6413.89	3370.82	102920	97900	10114.76	8800	9515	9499	5	22.7	29	5.9	21.1	44	28.3333333	"000000000100"	"Frug/Fol"	"Fruit"	22.7	28.3333333	89294.87	48310.08	6413.89	850.76	3370.82	NA	NA	9499
NA	"Macaca_heck"	"Macaca_hecki"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94580	NA	6800	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000000000001"	NA	"Other"	NA	NA	94580	NA	NA	NA	NA	NA	NA	6800
NA	"Macaca_leon"	"Macaca_leonina"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	82120	NA	4763	NA	NA	NA	65.9	6.1	NA	NA	NA	NA	"000000001010"	NA	"Fruit"	65.9	6.1	82120	NA	NA	NA	NA	NA	NA	4763
NA	"Macaca_maur"	"Macaca_maura"	80405	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	87370	NA	5565	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000000000001"	NA	"Other"	NA	NA	80405	NA	NA	NA	NA	NA	NA	5565
NA	"Macaca_mula"	"Macaca_mulatta"	87334.12	1353	55357.3333333333	8073.88888888889	4032	84.3	NA	80841	55335	7227.7	NA	NA	NA	88347.15	731.6	44557.89	7677.54	2811.77	88980	84170	6455.19	5670	6793	6472	1	8.5	84.4	NA	NA	63	NA	"000000001100"	"Fruit"	"Leaf"	8.5	84.4	88347.15	55357.3333333333	7227.7	1353	4032	84.3	NA	6455.19
NA	"Macaca_munz"	"Macaca_munzala"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	"000000000100"	NA	"Other"	NA	11	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Macaca_neme"	"Macaca_nemestrina"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	94813.84	793.17	42872.64	7126.3	3148.98	105590	97850	NA	6539	8821	7245	2	74.2	11.1	3.5	2.7	75	8.1	"110000000000"	"Fruit"	"Fruit"	75	11.1	97850	42872.64	7126.3	793.17	3148.98	NA	NA	6539
NA	"Macaca_nigr"	"Macaca_nigra"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75427.17	780.2	34402.6	6995.1	2650	94900	80980	NA	5470	7680	7662	1	65.5	0	NA	NA	NA	2.5	"000000000001"	"Fruit"	"Fruit"	65.5	0	94900	34402.6	6995.1	780.2	2650	NA	NA	7662
NA	"Macaca_ochr"	"Macaca_ochreata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6388	NA	NA	NA	66	12	NA	NA	NA	NA	"000000000001"	NA	"Fruit"	66	12	NA	NA	NA	NA	NA	NA	NA	6388
NA	"Macaca_page"	"Macaca_pagensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	"000000000001"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Macaca_radi"	"Macaca_radiata"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	74870	70510	NA	3856	5084	5877	NA	41	25.6	5.7	17.2	53	26.7	"000000001000"	"Fruit"	"Fruit"	41	26.7	70510	NA	NA	NA	NA	NA	NA	3856
NA	"Macaca_sibe"	"Macaca_sibe"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Macaca_sile"	"Macaca_silenus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95121.19	886.79	51109.63	8282.98	2515.04	85000	78000	NA	6100	7500	6935	4	61.9	0	0	0	NA	0	"000000001000"	"Om"	"Fruit"	61.9	0	95121.19	51109.63	8282.98	886.79	2515.04	NA	NA	6935
NA	"Macaca_sini"	"Macaca_sinica"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60400	NA	3066	NA	4513	2	66	11	10	1	75	NA	"000000001000"	"Fruit"	"Fruit"	66	11	60400	NA	NA	NA	NA	NA	NA	4513
NA	"Macaca_sylv"	"Macaca_sylvanus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	83284.63	923.45	45352.78	7259.82	3096.24	93200	92910	11471.53	10200	12078	11173	6	2.6	10.9	NA	NA	33	16	NA	"Frug/Fol"	"Fruit"	33	10.9	83284.63	45352.78	7259.82	923.45	3096.24	NA	NA	12078
NA	"Macaca_thib"	"Macaca_thibetana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	108900	NA	12800	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000000000100"	NA	"Other"	NA	NA	108900	NA	NA	NA	NA	NA	NA	12800
NA	"Macaca_tonk"	"Macaca_tonkeana"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	93790	NA	8135	NA	NA	NA	76.1	15.4	15.1	0.3	NA	NA	"000000000001"	NA	"Fruit"	76.1	15.4	93790	NA	NA	NA	NA	NA	NA	8135
NA	"Mandrillus_leuc"	"Mandrillus_leucophaeus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	133180	NA	8500	NA	16252	3	58	16	NA	NA	NA	NA	"000100000000"	"Fruit"	"Fruit"	58	16	133180	NA	NA	NA	NA	NA	NA	16252
NA	"Mandrillus_sphi"	"Mandrillus_sphinx"	127610	NA	99260	NA	NA	NA	NA	127610	99311.6	9057.3	NA	NA	NA	128292.08	1167.36	66858.27	13347.95	4711.3	NA	136420	NA	8957	NA	19843	4	46.7	5.5	NA	NA	92	NA	"000100000000"	"Fruit"	"Fruit"	92	5.5	136420	99311.6	13347.95	1167.36	4711.3	NA	NA	19843
NA	"Mico_arge"	"Mico_arge"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7760	NA	345	NA	NA	NA	34.7	0	0	0	NA	NA	NA	NA	"Fruit"	34.7	0	7760	NA	NA	NA	NA	NA	NA	345
NA	"Mico_hume"	"Mico_hume"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8380	NA	370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	8380	NA	NA	NA	NA	NA	NA	370
NA	"Mico_inte"	"Mico_inte"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42.1	0	NA	NA	NA	NA	NA	NA	"Fruit"	42.1	0	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Mico_leuc"	"Mico_leuc"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Microcebus_arnh"	"Microcebus_arnh"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Microcebus_bert"	"Microcebus_berthae"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"010000000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Microcebus_gris"	"Microcebus_griseorufus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	0	NA	NA	NA	NA	"010000000000"	NA	"Other"	18	0	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Microcebus_mitt"	"Microcebus_mittermeieri"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"100000000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Microcebus_muri"	"Microcebus_murinus"	1681.5	100	715	234	85.7	43	6.17	1644	714.1	219.5	1680	100.35	740	1696.29	70.31	763.02	257.44	63.74	NA	1600	69	65.1	NA	64	5	5.7	0	NA	NA	51	NA	"010000000000"	"Om"	"Fruit"	5.7	0	1600	715	257.44	70.31	63.74	43	NA	65.1
NA	"Microcebus_myox"	"Microcebus_myoxinus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	"010000000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Microcebus_rave"	"Microcebus_ravelobensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"010000000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Microcebus_rufu"	"Microcebus_rufus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1630	NA	43	NA	48	5	NA	NA	NA	NA	NA	NA	"100000000000"	"Om"	"Fruit"	NA	NA	1630	NA	NA	NA	NA	NA	NA	43
NA	"Microcebus_samb"	"Microcebus_sambiranensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"100000000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Microcebus_tava"	"Microcebus_tavaratra"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"100000000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Miopithecus_ogou"	"Miopithecus_ogou"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34760	NA	1560	NA	NA	NA	43	5	NA	NA	NA	NA	NA	NA	"Fruit"	43	5	34760	NA	NA	NA	NA	NA	NA	1560
NA	"Miopithecus_tala"	"Miopithecus_talapoin"	38087.8666666667	705	26427	3374	1908	27.8	NA	37757	26668.6	3531.8	37776	704.87	26427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1237	3	NA	NA	NA	NA	54	NA	"000110000000"	"Om"	"Fruit"	54	NA	38087.8666666667	26668.6	3374	705	1908	27.8	NA	1237
NA	"Mirza_coqu"	"Mirza_coquereli"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5790	NA	311.5	NA	315	4	30	38	33	5	NA	NA	"010000000000"	"Om"	"Fruit"	30	38	5790	NA	NA	NA	NA	NA	NA	315
NA	"Mirza_zaza"	"Mirza_zaza"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"100000000000"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Nasalis_larv"	"Nasalis_larvatus"	92796.865	1966	62685	12113	3735	30.3	304	92897	52360	9885.5	92797	1965.93	62685	NA	NA	NA	NA	NA	92300	84850	12265.65	9730	14561	13442	4	18.3	55.7	50.4	2.8	23	82.3666667	"000000000001"	"Leaf"	"Leaf"	18.3	82.3666667	92300	52360	9885.5	1965.93	3735	30.3	NA	9730
NA	"Nomascus_conc"	"Nomascus_concolor"	115800	1900	NA	NA	3988	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125670	NA	6500	NA	6632	5	24.25	58.5	NA	NA	NA	63	"000000000110"	"Fruit"	"Fruit"	24.25	63	125670	NA	NA	1900	3988	NA	NA	6632
NA	"Nomascus_gabr"	"Nomascus_gabriellae"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	117040	NA	6938.6	NA	NA	NA	30.31	57.52	35.4	22.1	NA	NA	"000000000010"	NA	"Fruit"	30.31	57.52	117040	NA	NA	NA	NA	NA	NA	6938.6
NA	"Nomascus_hain"	"Nomascus_hain"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6865.235	NA	NA	NA	NA	NA	NA	NA	NA	NA	12	NA	NA	"Other"	NA	12	NA	NA	NA	NA	NA	NA	NA	6865.235
NA	"Nomascus_leuc"	"Nomascus_leucogenys"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	121970	NA	6520	NA	NA	NA	38.5	52.5	NA	NA	NA	NA	"000000000110"	NA	"Fruit"	38.5	52.5	121970	NA	NA	NA	NA	NA	NA	6520
NA	"Nomascus_siki"	"Nomascus_siki"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000000000010"	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Nycticebus_beng"	"Nycticebus_bengalensis"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12870	NA	1248	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000000001010"	NA	"Other"	NA	NA	12870	NA	NA	NA	NA	NA	NA	1248
NA	"Nycticebus_couc"	"Nycticebus_coucang"	11722.3775	566	5831	1310	760	159	NA	11435	5832.2	1352.6	11755	565.77	6192	NA	NA	NA	NA	NA	NA	9970	NA	652.5	NA	838	6	22.5	0	0	0	60	NA	"000000000001"	"Om"	"Fruit"	60	0	11722.3775	5831	1352.6	565.77	760	159	NA	838
NA	"Nycticebus_java"	"Nycticebus_javanicus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10380	NA	656.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	"000000000001"	NA	"Other"	NA	NA	10380	NA	NA	NA	NA	NA	NA	656.5
NA	"Nycticebus_pygm"	"Nycticebus_pygmaeus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7230	NA	420	NA	414	NA	0	0	0	0	NA	NA	"000000000010"	"Om"	"Fruit"	0	0	7230	NA	NA	NA	NA	NA	NA	420
NA	"Oreonax_flav"	"Oreonax_flav"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Otolemur_cras"	"Otolemur_crassicaudatus"	9106.5825	461	4196.5	1414	556	166	33.9	8870	4196.3	1143.3	9668	460.88	4723	NA	NA	NA	NA	NA	NA	11750	NA	1150	NA	1367	5	21	0	0	0	27	NA	"000010000000"	"Om"	"Fruit"	27	0	9106.5825	4196.5	1143.3	461	556	166	NA	1367
NA	"Otolemur_garn"	"Otolemur_garnettii"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10770	811.17	1188	NA	1056	3	50	0	0	0	NA	NA	"000010000000"	"Om"	"Fruit"	50	0	10770	NA	NA	NA	NA	NA	NA	811.17
NA	"Otolemur_mont"	"Otolemur_mont"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Pan_pani"	"Pan_paniscus"	327541.002608696	3305	237300	46442.8571428571	10045	NA	NA	316950	225943.6	46881.3	NA	NA	NA	306268.185	2283.81	143537.035	42118.365	7444.96	341290	326250	35119.95	33200	39100	37522	6	58.1	24.4	NA	NA	NA	19.5	"000100000000"	"Fruit"	"Fruit"	58.1	19.5	341290	237300	46881.3	2283.81	10045	NA	NA	37522
NA	"Pan_trog"	"Pan_troglodytes_schweinfurthii"	343688.9453125	3009.74074074074	265020.285714286	46941.0256410256	7137.40740740741	257	630	361271	282488	44978	382103	3778.69	291592	349570.855	2542.935	166489.29	47870.14	8876.85	368350	357710	45000	40366.7	44967	48328	6	66.1	20	NA	NA	63	17.075	"000100000000"	"Fruit"	"Fruit"	66.1	20	349570.855	282488	44978	2542.935	8876.85	257	NA	44967
NA	"Papio_anub"	"Papio_anubis"	192449.75	3398	140142	18683	7182	287	601	159549	122461.6	14825.2	190957	3397.9	140142	NA	NA	NA	NA	NA	167420	156060	17728.56	12200	18150	17210	NA	38	31.2	NA	NA	13.6	16.5	"001010000000"	"Fruit"	"Fruit"	13.6	16.5	190957	140142	14825.2	3397.9	7182	287	NA	17728.56
NA	"Papio_c"	"Papio_c"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Papio_cyno"	"Papio_cynocephalus"	144500	NA	100100	13800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	163190	149540	15822.15	10358	17150	14291	2	29.9	16	NA	NA	62	13.8333333	"000010000000"	"Fruit"	"Fruit"	62	13.8333333	163190	100100	13800	NA	NA	NA	NA	14291
NA	"Papio_hama"	"Papio_hamadryas"	159110	NA	118780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	168266.3	1513.5	85309.2	14639.32	4566.84	146170	137000	14007.08	9900	14150	12002	2	45	28	NA	NA	88	NA	"000010000000"	"Frug/Fol"	"Fruit"	45	28	137000	85309.2	14639.32	1513.5	4566.84	NA	NA	9900
NA	"Papio_papi"	"Papio_papio"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	12000	NA	17811	NA	60	NA	NA	NA	NA	NA	"001000000000"	"Fruit"	"Fruit"	60	NA	NA	NA	NA	NA	NA	NA	NA	12000
NA	"Papio_ursi"	"Papio_ursinus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	178000	165000	17729.44	14800	22300	20015	2	44.5	16.3	NA	NA	87	19	"000010000000"	"Frug/Fol"	"Fruit"	44.5	19	178000	NA	NA	NA	NA	NA	NA	22300
NA	"Perodicticus_pott"	"Perodicticus_potto"	12269.202	607	5616.5	1699	712	310	19.5	11959	5615.7	1510.6	13212	607.01	6683	NA	NA	NA	NA	NA	NA	12500	NA	838.4	NA	1124	4	67	0	0	0	65	NA	"001000000000"	"Om"	"Fruit"	67	0	12500	5615.7	1699	607.01	712	310	NA	1124
NA	"Phaner_elec"	"Phaner_elec"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Phaner_furc"	"Phaner_furcifer"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6680	NA	NA	NA	339	NA	3	NA	NA	NA	NA	NA	0	"100000000000"	NA	"Other"	NA	0	6680	NA	NA	NA	NA	NA	NA	339
NA	"Phaner_pall"	"Phaner_pall"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6680	NA	339	NA	NA	NA	0.47	0	NA	NA	NA	NA	NA	NA	"Other"	0.47	0	6680	NA	NA	NA	NA	NA	NA	339
NA	"Phaner_pari"	"Phaner_pari"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Other"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NA	"Piliocolobus_badi"	"Piliocolobus_badius"	73834.715	1671	50906	8648	3217	51.3	201	NA	NA	NA	73818	1670.84	50906	NA	NA	NA	NA	NA	63590	NA	8430.4	NA	8285	8105	3	NA	NA	NA	NA	11	44.95	"001000000000"	"Leaf"	"Leaf"	11	44.95	73818	50906	8648	1670.84	3217	51.3	NA	8430.4
