Species Name	Species name adjusted to 10kTrees	Species name in Perelman tree 	Subfamily	Family	Terrestriality	logECV	logBodyMass	logInsects	logFruit	logLeaves	logCombiGroupSize	logHRS	Diurnality	ECV	N ECV	Sex ECV	Source ECV	Body mass	N Body mass	Sex Body mass	Source Body mass	Original source Body mass	%animal prey	%fruit	% seeds	%fruit and seeds	%nectar	%flowers	%nectar and flowers	% reproductive plant parts (fruits, flowers and nectar)	%gum	%leaves	%young leaves	%mature leaves	%nonreproctive plant parts (gum and leaves, bark etc.)	%other	sum	Calculation	Source diet composition	Sleeping group size	Remarks Sleeping group size	Foraging Group size: mean	Group size: range	Group size combined	Source group size	Day range (m)	male Home range (HR) size: mean (ha)	female Home range size: mean	HR size average	HR range	Source Home range size							
Macaca_tonkeana	Macaca_tonkeana	Macaca_tonkeana	Cercopithecinae	Cercopithecidae	1	1.972160745	3.910357557	0.72427587	1.881384657	1.188225173	1.380211242	1.945960704	1	93.79	11	fem	van Woerden compilation	8135.0	6	fem	Supriatna 1991, Hamada 1995		5.3	76.1		76.1		0.7	0.65	76.8		15.4	15.1	0.3	15.425	2.5	100.0	average	Pombo et al. 2004, Riley 2007 in ATWP 2012			24.0	6 to 35	24.0	Riley 10 review				88.3	44.5 to 143	Riley 10 review							
Mandrillus_leucophaeus	Mandrillus_leucophaeus	Mandrillus_leucophaeus	Cercopithecinae	Cercopithecidae	1	2.124427499	3.929418926	1.414973348	1.763427994	1.204119983	1.762678564	3.653212514	1	133.18	10	fem	van Woerden compilation	8500	12	fem	Butynski 2009 unpublished in ATWP 2012, Bioko Island, Malbrant&Maclatchy 49 N=1		26	58		58			0	58.0		16			16	0	100.0	single study	Gonzalez-Krichner 1996 in ATWP 2012			57.9	14 to 179	57.9	Gartlan 1970, Astaras 2007 in ATWP 2012				4500	4000 to 5000	Rowe 96							
Mandrillus_sphinx	Mandrillus_sphinx	Mandrillus_sphinx	Cercopithecinae	Cercopithecidae	1	2.134883616	3.952162574	0.765916794	1.669316881	0.742986833	2.33243846	3.477121255	1	136.42	8	fem	van Woerden compilation	8957	7	fem	Abernethy unpulbl in ATWP 2012		5.8	46.7	34.4	84.1		0.8	0.8	84.9		5.5			5.533333333	3.7	100.0	average	Lahm 1986 (fungi 2%, earth 2%), Hoshino 1985, Tutin 1997 in ATWP 2012		602 horde size	215.0	2 to 250	215.0	Harrison 1988	3263.0			3000.0	1000 to 5000	Rowe 96							
Mico_argentatus	Callithrix_argentata	Mico_argentatus		Callitrichidae	0	0.889590667	2.537819095	0.9733588	1.540298184		0.903089987	1.120573931	1	7.76	20	all individuals	van Woerden compilation	345.0	18	all individuals	Isler et al. 2008		9.4	34.7		34.6975	1.0		1.0	35.7	49.4	0.0	0.0	0.0	0.0	5.5	100.0	three studies	ATWP 2011: Correa 2006, Tavares 2002, Veracini1997			8.0	4 to 11	8.0	HMW vol. 3	1042.0			13.2	4 to 35	Digby et al. 07 review, HMW vol. 3							
Mico_humeralifer	Callithrix_humeralifera	Mico_humeralifer		Callitrichidae	0	0.923021854	2.568201724				1.06069784	1.450249108	1	8.38	21	all individuals	van Woerden compilation	370	9	all individuals	Isler et al. 2008					26																11.5	8 to 15	11.5	"HMW vol. 3; Ayres 1981, Branch 1983"	1487			28.2		HMW vol. 3							
Mico_intermedius				Callitrichidae	0			1.469822016	1.624282096				1										29.5	42.1		42.1			8.4	50.5	20	0			0	0	100.0	roughly 	HMW vol. 3																			
Mico_leucippe				Callitrichidae	0						0.792391689		1																														5 to 14	6.2	HMW vol. 3													
Microcebus_arnholdi	Microcebus_arnholdi	Microcebus_arnholdi		Cheirogaleidae	0						0.439332694	0.602059991	0																											2.75	1 to 6			2.8	Gould and Sauther 07 review				4.0		Gould and Sauther 07 review							
Microcebus_berthae				Cheirogaleidae	0						0	0.568201724	0																											1	HMW vol 3	1.0		1.0	HMW vol. 3	3830.0	4.9	2.5	3.7		HMW vol 3							
Microcebus_griseorufus		Microcebus_griseorufus		Cheirogaleidae	0			0.77815125	1.255272505			-0.356547324	0										6.0	18.0		18.0		3.0	3.0		72.0	0.0			0	1.0	100.0	single study	Genin pers obs in ATWP 2012		1 to 12, females sleeping groups more often than males, HMW vol 3	1.0			1 to 12, females sleeping groups more often than males, HMW vol 3				0.4	0.33 to 0.55	HMW vol 3							
Microcebus_murinus	Microcebus_murinus	Microcebus_murinus		Cheirogaleidae	0	0.205375426	1.813580989	1.328379603	0.755874856			0.397940009	0	1.60	48	all individuals	van Woerden compilation	65.1	247	all individuals	Isler et al. 2008		21.3	5.7		5.7			0.0		73.0	0.0			0	0.0	100.0		Genin 2001 in ATWP 2012, dry season		1 to 15, 2 or more female raise young together  HMW vol 3	1.0			range 1-15, Gould and Sauther 07 review		3.2	1.8	2.5		Gould and Sauther 07 review, Page 1988							
Microcebus_rufus	Microcebus_rufus	Microcebus_rufus		Cheirogaleidae	0	0.210926044	1.633468456						0	1.63	28	all individuals	van Woerden compilation	43.0	87	all individuals	Isler et al. 2008	Atsalis 1997																	Atsalis 1999 is not really useful			1			HMW vol. 3													
Miopithecus_ogouensis	Miopithecus_ogouensis	Miopithecus_ogouensis	Cercopithecinae	Cercopithecidae	0	1.541073699	3.193124598	1.544068044	1.633468456	0.698970004	1.938269483	2.084933575	1	34.76	11	fem	Isler et al. 2008	1560.0	11	fem	Isler et al. 2008		35.0	43.0		43		2.0	2	45.0		5.0			5	15.0	100.0	single study	Butynski in Enstam and Isbell 07 review			86.8	40 to 112	86.8	 Melnick and Pearl 87, Rowe 96 ref 601, diverse in ATWP 2012	2323.0			121.6	122, 400 to 500	Rowe 96 ref. 601, 903, Gautier Hion 1973							
Mirza_coquereli	Mirza_coquereli	Mirza_coquereli		Cheirogaleidae	0	0.762430983	2.493458051	0.301029996	1.477121255	1.579783597	0	0.544068044	0	5.79	10	all individuals	van Woerden compilation	311.5	168	all individuals	Isler et al. 2008		2	30	15	45		15	15	60.0		38	33	5	38	0	100.0	single study	Paciulli pers comm in ATWP 2011 (not found anymore 2012?)	1	2 to 20 Kirkpatrick 2007, no sleeping groups HMW vol. 3	1		1	HMW vol. 3		3		3.5	1 to 20	Kirkpatrick 07 review, HMW vol. 3							
Mirza_zaza				Cheirogaleidae	0						0.477121255		0																											3	1 to 4, HMW vol. 3	1		3	HMW vol. 3													
Nasalis_larvatus	Nasalis_larvatus	Nasalis_larvatus	Colobinae	Cercopithecidae	0	1.928636608	3.988097087	0.301029996	1.263241435	1.745595216	1.102662342	2.342422681	1	84.85	28	fem	van Woerden compilation	9730	17	fem	van Woerden compilation (matching)	matching ECV	2.0	18.3	18.7	37		5.0	5.033333333	42.0		55.7	50.4	2.8	55.66666667	0.3	100.0	average of three studies	Kirkpatrick 07 review: Boonratana, Yeager, bennett in ATWP 2011			12.7	9 to 17	12.7	Kirkpatrick 07 review				220.0	130 to 900	Kirkpatrick 07 review, ATWP 2011							
Nomascus_concolor	Nomascus_concolor	Nomascus_concolor		Hylobatidae	0	2.099236552	3.812913357	1.021189299	1.384711743	1.767155866	0.544068044	1.939519253	1	125.67	7	all individuals	van Woerden compilation	6500		all individuals	ShiLai 1986 in ATWP 2012, subspecies concolor		10.5	24.25		24.25		6.75	6.75	31.0		58.5			58.5	0	100.0	average	Lan 1993, Chen 1995, Sheeran 1993 inATWP 2012			3.5	2 to 10	3.5	Rowe 96 ref 749	1306			87	up to 500	Bartlett 07 review							
Nomascus_gabriellae	Nomascus_gabriellae	Nomascus_gabriellae		Hylobatidae	0	2.068350805	3.841271852		1.481585936	1.759818877	0.591064607	1.747644819	1	117.04	9	all individuals	van Woerden compilation	6938.6	15	all individuals	Streicher 2006 pers comm in ATWP 2012, Smith&Jungers 1997		0	30.31		30.310		12.17	12.17	42.5		57.52	35.4	22.1	57.52	0	100.0	single study	Traeholt 2006 pers comm iin ATWP 2012			3.9	2 to 7	3.9	Kenyon, Rawson and Traeholt in ATWP 2012				55.9		Kenyon in press in ATWP 2012							
Nomascus_leucogenys	Nomascus_leucogenys	Nomascus_leucogenys		Hylobatidae	0	2.086241155	3.814247596	0.602059991	1.58546073	1.720159303	0.543240028		1	121.97	6	all individuals	van Woerden compilation	6520.0	10	all individuals	Deputte 1981 in ATWP 2011		4.0	38.5		38.500		5.0	5	43.5		52.5			52.5	0.0	100.0	single study	Hu 1989 in Bartlett 07 review, 			3.493333333	3 to 5	3.493333333	Geissmann 2000 in ATWP 2012	1305												
Nycticebus_bengalensis	Nycticebus_bengalensis	Nycticebus_bengalensis		Loridae	0	1.109652019	3.096236334				0		1	12.87	17	all individuals	van Woerden compilation	1248	15	all individuals	ATWP 2012 diverse																					1	1_2	1	"Fitch Snyder unpubl in ATWP 2012; 3/32 found in pairs"													
Nycticebus_coucang	Nycticebus_coucang	Nycticebus_coucang		Loridae	0	0.998877699	2.814580516	0.397940009	1.352182518		0.301029996	0.946124619	0	9.97	46	all individuals	van Woerden compilation	652.5	100	all individuals	Isler et al. 2008		2.5	22.5		22.5	31.7		31.7	54.2	43.3	0.0	0.0	0.0	0	0.0	100.0	single study	Wiens 2003, other study: 71%fruit, 29% insects	2.0	1-3, fem/off with sometimes 1 male	1.1		2.0	Nekaris & Bearder 07		10.1	5.766666667	8.8	3.4_14.8	Wiens and Zitzmann 03b (in Nek&Bearder 07)							
Nycticebus_javanicus				Loridae	0	1.016193978	2.817208268					1.45484486	0	10.38	25	all individuals	van Woerden compilation	656.5	7	all individuals	Nekaris and Jaffe 2007 in ATWP 2012																				1 to 7				HMW vol.3				28.5	25-32	HMW vol3							
Nycticebus_pygmaeus	Nycticebus_pygmaeus	Nycticebus_pygmaeus		Loridae	0	0.859078936	2.62324929	1.51851394			0	0.491361694	0	7.23	6	all individuals	van Woerden compilation	420.0	167.0	all individuals	Nekaris & Bearder 2007		33.0	0.0		0	0.0	0.0	0	0.0	63.0	0.0	0.0	0.0	0	4.0	100.0	single study	Streicher, Vietnam	1.0	96% alone	1.0		1.0	FitchSnyder unpubl in ATWP 2012, HMW vol3		22.0	12.0	3.1	0.1-3.1	Nekaris & Bearder 07							
Otolemur_crassicaudatus	Otolemur_crassicaudatus	Otolemur_crassicaudatus		Galagidae	0	1.070110175	3.06069784	0.698970004	1.322219295		0.397940009	0.929418926	0	11.75	42	all individuals	van Woerden compilation	1150.0	101	all individuals	Isler et al. 2008	Skinner & Smithers 1990 in Smith and Junger s1997	5.0	21.0		21	8.0	0.0	8	29.0	62.0	0.0	0.0	0.0	0	4.0	100.0	single study	South Africa, Harcourt, Bearder, Crompton (Bearder 1974, Crompton 1984)	2.5	1 to 4, pair with off, males sleep alone, fem 2-6	1.0		2.5	Nekaris & Bearder 07	1000	10.0	7.0	8.5		HMW vol. 3							
Otolemur_garnettii	Otolemur_garnettii	Otolemur_garnettii		Galagidae	0	1.032067584	3.074816441	1.698970004	1.698970004		0.176091259	1.161368002	0	10.77	39	all individuals	van Woerden compilation	1188.0	7	all individuals	van Woerden compilation (matching)	matching ECV	50.0	50.0		50	0.0	0.0	0	50.0	0.0	0.0	0.0	0.0	0	0.0	100.0	single study	Harcourt and Nash, Kenya	2	1 to 4, males alone, fem with off	1.0		1.5	Nekaris & Bearder 07	1600	17.0	12.0	14.5		Nekaris & Bearder 07 (Nash and Harcourt 1986)							
Pan_paniscus	Pan_paniscus	Pan_paniscus		Hominidae	1	2.51355052	4.521138084	0.301029996	1.764362966	1.386944624	1.484299839	3.263636069	1	326.25	4	fem	Isler et al. 2008	33200.0	6	fem	MyersThompson 1997 in ATWP 2012		2	58.1	9.0	67.125		2.8	2.833333333	70.0		24.4			24.375	3.7	100.0	average	Stumpf 07 review (leaves including terrHerbs), Badrian, Kano White in ATWP 2012			30.5	4.8, 6.2 party size	30.5	community group size, Stumpf 07 review	2000.0			1835	2200-5800	Stumpf 07 review							
Pan_troglodytes	Pan_troglodytes_troglodytes	Pan_troglodytes		Hominidae	1	2.553534371	4.606022888	0.602059991	1.82029531	1.301029996	1.609662154	3.297395711	1	357.71	80	fem	van Woerden compilation	40366.7	33	fem	Isler et al. 2008	Smith&Jungers 1997	4.0	66.1	2.4	68.48095238		3.6	3.6	72.1	0.0	20.0			20	3.9	100.0	average	Stumpf 07 review (leaves including terrHerbs), ATWP 2012 diverse			40.7	16 to 140	40.7	community group size, Stumpf 07 review	3000.0			1983.333333	400 to 5000	Stumpf 07 review							
Papio_anubis	Papio_anubis	Papio_anubis	Cercopithecinae	Cercopithecidae	1	2.193281702	4.086359831	0.544068044	1.579783597	1.493690356	1.920421503	3.411830069	1	156.06	28	fem	van Woerden compilation	12200	237	fem	Berger 1972 Kenya		3.5	38.0	12.5	50.5		7.3	7.333333333	57.8		31.2			31.16666667	7.5	100.0	average	Hill and Dunbar 2002 (seeds= subterranean foods)			83.3	17 to 140	83.3	diverse in ATWP 2012	3384.3			2581.3	390 to 4357	diverse ATWP 2012							
Papio_cynocephalus	Papio_cynocephalus	Papio_cynocephalus	Cercopithecinae	Cercopithecidae	1	2.174754573	4.015275907	0.522878745	1.476034159	1.204119983	1.748188027	3.381656483	1	149.54	13	fem	van Woerden compilation	10358.0	12	fem	Bentley Condit unpubl in ATWP 2012		3.3	29.9	28.6	58.475		8.7	8.7	67.1	4.6	16.0			16	9.0	100.0	average	Hill and Dunbar 2002 (seeds= subterranean foods), and Altmann, BentleyCondit, Kamilar in ATWP 2012			56.0	7 to 198	56.0	Melnick and Pearl 87, Rowe 96 ref 898	5150.0			2408.0	518 to 2408	Melnick and Pearl 1987							
Papio_hamadryas	Papio_hamadryas	Papio_hamadryas	Cercopithecinae	Cercopithecidae	1	2.136720567	3.995635195		1.653212514	1.447158031	1.5774918	3.507855872	1	137.00	9	fem	van Woerden compilation	9900.0	76	fem	Phillips-Conroy & Jolly 81	Smith&Jungers 1997	0.0	45.0	2.0	47		22.0	22.0	69.0		28.0			28	3.0	100.0	single study	Hill and Dunbar 2002 (seeds= subterranean foods)			37.8	"9_102; band up to 220"	37.8	Biquand 1992 in ATWP 2012	9625.0			3220.0	900-3860	"Sigg and Stolba 1981; Swedell Folia 2002, Schreier 2009 in ATWP 2012"							
Papio_papio	Papio_papio	Papio_papio	Cercopithecinae	Cercopithecidae	1		4.079181246		1.77815125		1.792391689	3.511883361	1					12000.0		fem	Adie 1997 in ATWP 2012			60.0	17.0														Sharman 1981 in ATWP 2012			62.0	22_249, third level groups	62.0	Glat-Luong 2006	8000.0			3250.0	2000 to 4500	Sharman 1981 in ATWP 2012							
Papio_ursinus	Papio_ursinus	Papio_ursinus	Cercopithecinae	Cercopithecidae	1	2.217483944	4.170261715	0.477121255	1.648360011	1.210853365	1.662757832	3.097020483	1	165.0	14	fem	Isler et al. 2008	14800.0	22	fem	Bulger&Hamilton 87, Skinner&Smithers 90	Smith&Jungers 1997	3.0	44.5	27.3	71.75		9.0		71.8		16.3			16.25	9.0	100.0	average	Hill and Dunbar 2002 (seeds= subterranean foods)			42.0	20 to 50, up to 128	46.0	Melnick and Pearl 87, Rowe 96 ref 898, Henzi 1999 N=76 in 13 populations	4400.0			1250.3	910 to 3370	Melnick and Pearl 1987, diverse in ATWP 2012							
Perodicticus_potto	Perodicticus_potto	Perodicticus_potto		Loridae	0	1.096849508	2.923461987	1.041392685	1.826074803		0.301029996	1.447158031	0	12.50	122	all individuals	van Woerden compilation	838.4	29	all individuals	van Woerden compilation (matching)	matching ECV	11.0	67.0		67	0.0	0.0	0	67.0	22.0	0.0	0.0	0.0	0	0.0	100.0	single study	edwardsi, Gabon, Charles-Dominique	1.3	males in Gabon alone, 26% pairs in Cameroon			2.0	Nekaris & Bearder 07	2497	17.8	7.5	28.0	145.2 with MCP	(Pimley et al. 2005)							
Phaner_pallescens	Phaner_furcifer_pallescens	Phaner_pallescens		Cheirogaleidae	0	0.824868866	2.530199698	0.974511693	-0.327902142		0.342422681	0.653212514	0	6.68	7	all individuals	van Woerden compilation	339.0	14	all individuals	Isler et al. 2008	Schülke et al. 2004 (P. furcifer)	9.43	0.47	0	0.47	1.93	0	1.93	2.4	87.6	0				0.6	100.0	single study	Schülke 2003 in ATWP 2012	3	pair with off	2.2	2 to 5	2.2	CharlesDominique 1980, Schülke 2003 in ATWP 2012	3153.7	3.8	4	4.5	4 to 5.01, 3-10 HMW vol.3	CharlesDominique 1980, Schülke 2003 in ATWP 2012							
Pithecia_albicans	Pithecia_albicans	Pithecia_albicans		Pitheciidae	0			-0.397940009	1.613841822	1.260071388			1										0.4	41.1	31.45	72.55	1.5	6.5	8	80.6	0.8	18.2	18.2	0	19.7	0	100.0	average	Johns 1996, Peres 1993, 1.5% bark																			
Pithecia_irrorata	Pithecia_irrorata	Pithecia_irrorata		Pitheciidae	0	1.56937391	3.288361027				0.489958479		1	37.10	11	all individuals	van Woerden compilation	1942.5		all individuals	Norconk 07 review				83			0.5											Palminteri iin press in ATWP 2012			3.09	2 to 5	3.09	Norconk 07 review (Ferrari 1999, Peres 1993)													
Pithecia_monachus	Pithecia_monachus	Pithecia_monachus		Pitheciidae	0	1.557962244	3.36035144		1.740362689	0.602059991	0.574031268	1.396199347	1	36.14	30	all individuals	van Woerden compilation	2292.7	9	all individuals	van Woerden compilation (matching)	matching ECV	0	55	38	93		3	3			4	4		4	0	100.0		Soini 1986 in ATWP 2012			3.75	2 to 8	3.75	Norconk 07 review				24.9	9.7_40	Soini 1986							
Pithecia_pithecia	Pithecia_pithecia	Pithecia_pithecia		Pitheciidae	0	1.497955968	3.214578954	0.477121255	1.46834733	0.942008053	0.647138366	1.10720997	1	31.47	36	all individuals	van Woerden compilation	1639.0	10	all individuals	van Woerden compilation (matching)	matching ECV	3	29.4	56.75	86.15		2.1	2.1	88.3		8.75			8.75	0	100.0	average	Norconk 07 review (Norconk 2004, Homburg 1997)			4.4375	1 to 12	4.4375	Norconk 07 review	1104			12.8	10.3 to 15, 34.6 Vie 2001 in ATWP 2012	Norconk 07 review							
Pongo_abelii	Pongo_abelii	Pongo_abelii		Pongidae	0	2.539149172	4.614348731	1.056904851	1.827584643	1.220979291	0.230448921	3.224014811	1	346.06	14	fem	van Woerden compilation	41148	7	fem	van Woerden compilation (matching)	matching ECV	11.4	67.2		67.23333333		2.8	2.75	70.0		16.6			18.53	0.1	100.0	average	Morrogh-Bernard et al. 2009 (in Suaq, 2% of others attributed to flowers), and Fox 2004 in ATWP 2012			1.7	1 to 3	1.7	van Schaik 1999	938.0	2500.0	850.0	1675.0	200 to 2500	Singleton 2001							
Pongo_pygmaeus	Pongo_pygmaeus	Pongo_pygmaeus		Pongidae	0	2.530921585	4.567586661	0.752816431	1.83457964	1.166726056	0.067256889	2.308137379	1	339.56	54	fem	van Woerden compilation	36948	11	fem	van Woerden compilation (matching)	matching ECV	5.7	68.3		68.325		6.3	6.26	74.6		14.7	11.7	4.8	18.8	0.9	100.0	average	Morrogh-Bernard et al. 2009 (only wurmbii, not morio), and diverse in ATWP 2012			1.2	1 to 3	1.2	1.5 Nunn and van Schaik 02, diverse in ATWP 2012	439.5	>1000	475.0	203.3	42 to 777	Nunn and van Schaik 02, diverse in ATWP 2012							
Pongo_pygmaeus_morio				Pongidae	0	2.518690953	4.574000383	-0.045757491	1.784617293	1.414973348			1	330.13	4	fem	van Woerden compilation	37497	3	fem	van Woerden compilation (matching)	matching ECV	0.9	60.9		60.9		1.0	1	61.9		26.0	21.0	2.0	36.6	0.6	100.0	average	ATWP 2012																			
Pongo_pygmaeus_wurmbii				Pongidae	0	2.527153485	4.565156883	0.752816431	1.83457964	1.166726056			1	336.63	30	fem	van Woerden compilation	36742	8	fem	van Woerden compilation (matching)	matching ECV	5.7	68.3		68.325		6.3	6.26	74.6		14.7	11.7	4.8	18.8	0.9	100.0	average	Morrogh-Bernard et al. 2009 (only wurmbii, not morio), and diverse in ATWP 2012																			
Presbytis_comata	Presbytis_comata	Presbytis_comata	Colobinae	Cercopithecidae	0	1.832508913	3.82672252		1	1.826074803	0.903089987	1.579783597	1	68.00	9	fem	van Woerden compilation	6710	6	fem	Isler et al. 2008	Rothenfluh 1976 in Smith and Jungers 1997	0	10	1.5	11.5		9	9	20.5		67	61	6	67	12.5	100.0	two studies	Kirkpatrick 07 review, Sujatnika, Ruyinat, ATWP 2011			8		8	Kirkpatrick 07 review				38	12 to 38	Kirkpatrick 07 review, range ATWP 2011							
Presbytis_femoralis	Presbytis_femoralis	Presbytis_femoralis	Colobinae	Cercopithecidae	0	1.846539124	3.832751539		1.763427994	1.462397998	1.041392685	1.342422681	1	70.23	5	fem	Isler et al. 2008	6804	5	fem	van Woerden compilation (matching)	matching ECV	0	58		58		1	1	59.0		29	26	3	29	12	100.0	single study	Kirkpatrick 07 review			11	4 to 20	11	Kirkpatrick 07 review, range: ATWP 2011				22	16.6 to 33								
Presbytis_frontata	Presbytis_frontata	Presbytis_frontata	Colobinae	Cercopithecidae	0	1.864072395	3.753583059				0.77815125		1	73.13	7	fem	van Woerden compilation	5670	8	fem	Smith&Jungers 1997	Willis 1995 in Smith and Jungers 1997																				6	2 to 10	6	Suzuki1984  in ATWP 2011					100 to ??	100 may be an underestimate, ATWP 2011							
Presbytis_hosei	Presbytis_hosei	Presbytis_hosei	Colobinae	Cercopithecidae	0	1.77831207	3.750508395		1.191264662	1.839058844	0.879382637	1.544068044	1	60.02	9	fem	van Woerden compilation	5630	3	fem	Smith&Jungers 1997	Willis 1995	0	15.53333333	13.9	29.43333333		1.5	1.5	30.9		69.03333333	43.85	3	69.03333333	0	100.0	three studies	Kirkpatrick 07 review			7.575	6 to 14	7.575	ATWP 2011				35	32 to 62.5	Kirkpatrick 07 review, range ATWP 2011							
Presbytis_melalophos	Presbytis_melalophos	Presbytis_melalophos	Colobinae	Cercopithecidae	0	1.787264941	3.817342967				1.117271296	1.361727836	1	61.27	22	fem	van Woerden compilation	6567	11	fem	van Woerden compilation (matching)	matching ECV																				13.1	4 to 12	13.1	Nunn and van Schaik 02, range ATWP 2011				23		Nunn and van Schaik 02							
Presbytis_potenziani	Presbytis_potenziani	Presbytis_potenziani	Colobinae	Cercopithecidae	0	1.755684334	3.806417414		1.612783857	1.58546073	0.602059991	1.371067862	1	56.98	8	fem	van Woerden compilation	6403.5		fem	Smith&Jungers 1997	Brandon-Jones 93, Tilson & Tenaza 76	0	41	10	51		7	7	58.0		38.5			38.5	3.5	100.0	two studies	Kirkpatrick 07 review			4	2 to 6	4	3 Kirkpatrick 07 review, range Sasimar 2004 PhD thesis in ATWP 2011				23.5	13 to 34, 11.5-40 Fuentes in ATWP 2011, 17-28 in Sasimar 2004	Kirkpatrick 07 review							
Presbytis_rubicunda	Presbytis_rubicunda	Presbytis_rubicunda	Colobinae	Cercopithecidae	0	1.837428632	3.793888759		1.283301229	1.575187845	0.839478047	1.849726444	1	68.77	31	fem	van Woerden compilation	6221	22	fem	van Woerden compilation (matching)	matching ECV	0	19.2	30.1	49.3		11.1	11.1	60.4		37.6	36.5	1.1	37.6	1	99.0	single study	Kirkpatrick 07 review, Davies 1988 in ATWP 2011			6.91	2 to 12	6.91	ATWP 2011 (Kirkpatrick 07 review: 6)				70.75	33 to 99	Kirkpatrick 07 review, ATWP 2011							
Presbytis_siamensis	Presbytis_siamensis	Presbytis_siamensis	Colobinae	Cercopithecidae	0	1.757265692	3.803895871		1.720159303	1.550228353	1.176091259	1.380211242	1	57.18	7	fem	Isler et al. 2008	6366	7	fem	van Woerden compilation (matching)	matching ECV	0	52.5		52.5		9	9	61.5		35.5	26	9.5	35.5	3	100.0	single study	Kirkpatrick 07 review			15	14 to 16	15	Kirkpatrick 07 review				24	21 to 27	Kirkpatrick 07 review							
Presbytis_thomasi	Presbytis_thomasi	Presbytis_thomasi	Colobinae	Cercopithecidae	0	1.815982658	3.802801082	0.806179974	1.557507202	1.645422269	0.819543936	1.437750563	1	65.46	6	fem	van Woerden compilation	6350	2	fem	van Woerden compilation (matching)	matching ECV	6.4	36.1		36.1		3.6	3.6	39.7		44.2	30.8	13.4	44.2	9.7	100.0	single study	Sterck 1995			6.6	3 to 11	6.6	Steenbeek and van Schaik 2001, 8 Kirkpatrick 07 review				27.4	7.1 to 53.4	Steenbeek and van Schaik 2001							
Procolobus_badius	Piliocolobus_badius	Procolobus_badius	red colobus group	Cercopithecidae	0	1.789015671	3.85324178		1.382017043	1.627365857	1.532754379	1.744292983	1	61.52	31	fem	van Woerden compilation	7133	8	fem	van Woerden compilation (matching)	matching ECV	0	24.1	14.16666667	38.26666667		16.8	16.8	55.1		42.4	32.8	9.6	42.4	2.5	100.0	average	Fashing 07 review			20.875	14 to 32	34.1	34.1 Fashing 07 review, ATWP diverse 2011				55.5	20 to 65	Fashing 07 review							
Procolobus_kirkii	Piliocolobus_kirkii	Procolobus_kirkii	red colobus group	Cercopithecidae	0	1.744292983	3.710399466		1.322219295	1.843025031	1.53529412	1.397940009	1	55.50	8	female	Isler et al. 2008	5133	3	fem	van Woerden compilation (matching)	matching ECV	0	21	0.666666667	21.66666667		6.333333333	6.333333333	28.0		69.66666667	52	7.666666667	69.66666667	2.333333333	100.0	average	Fashing 07 review (herbs are here regrouped as leaves)			34.3	20 to 65	34.3	Fashing 07 review				25	13 to 60	Fashing 07 review							
Procolobus_pennantii	Piliocolobus_pennantii	Procolobus_pennantii	red colobus group	Cercopithecidae	0	1.855243745	3.919078092		0.602059991	1.819543936	1.662757832	1.86332286	1	71.65	11	fem	van Woerden compilation	8300		indet	Waltert 2002 in ATWP 2011		0	4	12	16		9	9	25.0		66	56	10	66	9	100.0	single study	Fashing 07 review			46	15 to 80	46	Fashing 07 review				73		Fashing 07 review							
Procolobus_preussi	Piliocolobus_preussi	Procolobus_preussi	red colobus group	Cercopithecidae	0				-0.060480747	1.94895061	1.602059991		1										0	0.87		0.87		10.2	10.2	11.07		88.91	88.91		88.91	0.02	100	single study	Usongo 2001 in ATWP 2012			40	20 to 64	40	Usongo 2001, Waltert 2002 in ATWP 2012													
Procolobus_rufomitratus	Piliocolobus_rufomitratus	Procolobus_rufomitratus	red colobus group	Cercopithecidae	0	1.848591904	3.875061263		0.550228353	1.876174524	1.554731377	2.338775125	1	70.57	10	fem	van Woerden compilation	7500		fem	ATWP 2011		0	3.55	16.165	19.715		3.1275	3.1275	22.8425		75.1925	55.77	12.3825	75.1925	1.96	99.995	average	Maisels 1994, Struhsaker 1975 (buds included in young leaves) in ATWP 2012			35.87	2 to 50	35.87	diverse in ATWP 2012	583.5			218.16	9.5 to 360	diverse in ATWP 2012							
Procolobus_rufomitratus_tephrosceles	Piliocolobus_tephrosceles	Procolobus_tephrosceles	red colobus group	Cercopithecidae	0	1.860063303	3.860816964						1	72.45	1	fem	van Woerden compilation	7258	1	fem	van Woerden compilation (matching)																		Struhsaker 1975 is this subspecies, various other data in ATWP 2012																			
Procolobus_verus	Procolobus_verus	Procolobus_verus	olive group	Cercopithecidae	0	1.712892019	3.62324929		0.903089987	1.900367129	0.892094603	1.62324929	1	51.63	14	fem	Isler et al. 2008	4200	14	fem	Isler et al. 2008	Oates et al. 90 in Smith and Jungers 1997	0	8	7	15		5.5	5.5	20.5		79.5	71	6	79.5	0	100.0	average	Fashing 07 review			7.8	2 to 12	7.8	Fashing 07 review				42	28 to 56	Fashing 07 review							
Prolemur_simus	Hapalemur_simus	Prolemur_simus		Lemuridae	0	1.418747457	3.351022853		-0.301029996	1.991226076	0.903089987	1.792391689	1	26.23	5	all individuals	van Woerden compilation	2244.0	9	all individuals	Tan 2000 in ATWP 2011		0	0.5		0.5		0.5	0.5	1.0		98			98	1	100.0	single study	Rowe 96, bamboo stems and pith (Tan 1999)			8.0	4 to 12, up to 28	8.0	Gould and Sauther 07 review				62	60 to several 100	Tan 2006, HMW vol. 3							
